,RollType,strength,dexterity,constituion,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
1648,4D6DropLow,12,16,13,13,13,9,1,3,1,1,1,-1
1649,4D6DropLow,8,8,5,11,13,8,-1,-1,-3,0,1,-1
1650,4D6DropLow,13,14,16,10,10,12,1,2,3,0,0,1
1651,4D6DropLow,10,7,14,15,15,13,0,-2,2,2,2,1
1652,4D6DropLow,12,11,10,11,14,14,1,0,0,0,2,2
1653,4D6DropLow,11,14,16,12,15,15,0,2,3,1,2,2
1654,4D6DropLow,10,16,12,14,11,10,0,3,1,2,0,0
1655,4D6DropLow,13,11,12,16,11,14,1,0,1,3,0,2
1656,4D6DropLow,16,14,13,11,14,14,3,2,1,0,2,2
1657,4D6DropLow,11,15,14,7,10,15,0,2,2,-2,0,2
1658,4D6DropLow,18,14,12,12,9,13,4,2,1,1,-1,1
1659,4D6DropLow,14,12,15,14,15,10,2,1,2,2,2,0
1660,4D6DropLow,12,8,13,15,9,17,1,-1,1,2,-1,3
1661,4D6DropLow,13,7,10,15,15,14,1,-2,0,2,2,2
1662,4D6DropLow,12,12,11,10,16,13,1,1,0,0,3,1
1663,4D6DropLow,13,11,15,10,14,13,1,0,2,0,2,1
1664,4D6DropLow,13,17,4,12,17,8,1,3,-3,1,3,-1
1665,4D6DropLow,13,13,10,16,14,12,1,1,0,3,2,1
1666,4D6DropLow,9,13,11,17,14,14,-1,1,0,3,2,2
1667,4D6DropLow,10,17,10,11,10,13,0,3,0,0,0,1
1668,4D6DropLow,10,18,14,13,13,10,0,4,2,1,1,0
1669,4D6DropLow,15,8,12,15,10,16,2,-1,1,2,0,3
1670,4D6DropLow,17,10,8,16,5,9,3,0,-1,3,-3,-1
1671,4D6DropLow,16,13,11,18,10,8,3,1,0,4,0,-1
1672,4D6DropLow,13,12,14,14,8,13,1,1,2,2,-1,1
1673,4D6DropLow,14,10,11,10,13,12,2,0,0,0,1,1
1674,4D6DropLow,12,16,11,15,9,13,1,3,0,2,-1,1
1675,4D6DropLow,12,6,13,11,11,11,1,-2,1,0,0,0
1676,4D6DropLow,12,13,11,13,9,14,1,1,0,1,-1,2
1677,4D6DropLow,14,13,13,15,11,13,2,1,1,2,0,1
1678,4D6DropLow,10,12,15,15,13,18,0,1,2,2,1,4
1679,4D6DropLow,12,14,17,10,18,9,1,2,3,0,4,-1
1680,4D6DropLow,13,12,11,9,13,11,1,1,0,-1,1,0
1681,4D6DropLow,12,16,12,13,13,14,1,3,1,1,1,2
1682,4D6DropLow,9,13,15,10,4,12,-1,1,2,0,-3,1
1683,4D6DropLow,10,14,12,14,13,15,0,2,1,2,1,2
1684,4D6DropLow,14,15,9,15,10,7,2,2,-1,2,0,-2
1685,4D6DropLow,15,13,14,17,14,12,2,1,2,3,2,1
1686,4D6DropLow,8,13,11,12,14,10,-1,1,0,1,2,0
1687,4D6DropLow,17,16,11,12,8,17,3,3,0,1,-1,3
1688,4D6DropLow,12,6,15,14,16,15,1,-2,2,2,3,2
1689,4D6DropLow,12,10,11,17,12,12,1,0,0,3,1,1
1690,4D6DropLow,7,11,13,14,15,12,-2,0,1,2,2,1
1691,4D6DropLow,11,16,12,9,6,17,0,3,1,-1,-2,3
1692,4D6DropLow,10,13,9,11,18,13,0,1,-1,0,4,1
1693,4D6DropLow,7,16,11,7,12,15,-2,3,0,-2,1,2
1694,4D6DropLow,12,12,8,17,13,16,1,1,-1,3,1,3
1695,4D6DropLow,8,12,12,13,14,13,-1,1,1,1,2,1
1696,4D6DropLow,12,13,16,12,15,14,1,1,3,1,2,2
1697,4D6DropLow,12,8,9,15,13,8,1,-1,-1,2,1,-1
1698,4D6DropLow,11,15,14,14,13,15,0,2,2,2,1,2
1699,4D6DropLow,10,11,9,12,15,12,0,0,-1,1,2,1
1700,4D6DropLow,12,15,11,10,11,16,1,2,0,0,0,3
1701,4D6DropLow,13,16,7,11,11,12,1,3,-2,0,0,1
1702,4D6DropLow,15,12,3,15,11,6,2,1,-4,2,0,-2
1703,4D6DropLow,10,15,13,11,8,13,0,2,1,0,-1,1
1704,4D6DropLow,13,15,12,13,16,13,1,2,1,1,3,1
1705,4D6DropLow,15,11,13,12,13,6,2,0,1,1,1,-2
1706,4D6DropLow,17,12,10,4,15,15,3,1,0,-3,2,2
1707,4D6DropLow,10,14,10,8,17,13,0,2,0,-1,3,1
1708,4D6DropLow,7,10,12,14,11,16,-2,0,1,2,0,3
1709,4D6DropLow,16,16,12,16,9,17,3,3,1,3,-1,3
1710,4D6DropLow,11,11,6,9,13,15,0,0,-2,-1,1,2
1711,4D6DropLow,6,5,14,12,16,15,-2,-3,2,1,3,2
1712,4D6DropLow,17,16,15,12,4,17,3,3,2,1,-3,3
1713,4D6DropLow,14,10,9,15,13,13,2,0,-1,2,1,1
1714,4D6DropLow,11,11,12,11,7,12,0,0,1,0,-2,1
1715,4D6DropLow,14,13,6,9,15,15,2,1,-2,-1,2,2
1716,4D6DropLow,12,13,13,10,16,12,1,1,1,0,3,1
1717,4D6DropLow,16,10,13,9,9,15,3,0,1,-1,-1,2
1718,4D6DropLow,11,13,16,15,12,9,0,1,3,2,1,-1
1719,4D6DropLow,6,11,13,15,15,14,-2,0,1,2,2,2
1720,4D6DropLow,13,15,10,11,10,16,1,2,0,0,0,3
1721,4D6DropLow,13,6,12,11,15,14,1,-2,1,0,2,2
1722,4D6DropLow,14,10,15,16,10,14,2,0,2,3,0,2
1723,4D6DropLow,10,10,14,10,11,9,0,0,2,0,0,-1
1724,4D6DropLow,11,13,11,9,13,8,0,1,0,-1,1,-1
1725,4D6DropLow,11,12,12,6,18,17,0,1,1,-2,4,3
1726,4D6DropLow,10,12,11,14,16,10,0,1,0,2,3,0
1727,4D6DropLow,13,15,11,8,11,14,1,2,0,-1,0,2
1728,4D6DropLow,16,13,16,10,10,9,3,1,3,0,0,-1
1729,4D6DropLow,8,5,11,10,11,15,-1,-3,0,0,0,2
1730,4D6DropLow,9,16,11,17,11,13,-1,3,0,3,0,1
1731,4D6DropLow,15,11,14,15,10,14,2,0,2,2,0,2
1732,4D6DropLow,8,13,12,13,5,6,-1,1,1,1,-3,-2
1733,4D6DropLow,9,15,15,14,12,13,-1,2,2,2,1,1
1734,4D6DropLow,18,13,12,9,13,12,4,1,1,-1,1,1
1735,4D6DropLow,14,13,11,14,12,9,2,1,0,2,1,-1
1736,4D6DropLow,12,12,15,6,13,12,1,1,2,-2,1,1
1737,4D6DropLow,16,14,16,13,15,10,3,2,3,1,2,0
1738,4D6DropLow,16,9,15,16,6,6,3,-1,2,3,-2,-2
1739,4D6DropLow,7,16,15,13,10,12,-2,3,2,1,0,1
1740,4D6DropLow,15,12,12,16,10,11,2,1,1,3,0,0
1741,4D6DropLow,13,13,10,10,12,10,1,1,0,0,1,0
1742,4D6DropLow,9,18,16,11,10,16,-1,4,3,0,0,3
1743,4D6DropLow,11,16,8,11,12,5,0,3,-1,0,1,-3
1744,4D6DropLow,9,17,18,14,15,14,-1,3,4,2,2,2
1745,4D6DropLow,12,10,14,10,10,8,1,0,2,0,0,-1
1746,4D6DropLow,7,12,10,9,12,4,-2,1,0,-1,1,-3
1747,4D6DropLow,14,15,8,10,15,14,2,2,-1,0,2,2
1748,4D6DropLow,12,15,13,12,17,14,1,2,1,1,3,2
1749,4D6DropLow,15,16,11,15,10,11,2,3,0,2,0,0
1750,4D6DropLow,9,8,13,11,13,9,-1,-1,1,0,1,-1
1751,4D6DropLow,13,10,11,13,12,8,1,0,0,1,1,-1
1752,4D6DropLow,16,15,9,16,13,3,3,2,-1,3,1,-4
1753,4D6DropLow,12,11,12,12,10,15,1,0,1,1,0,2
1754,4D6DropLow,12,14,10,10,11,6,1,2,0,0,0,-2
1755,4D6DropLow,14,13,9,11,9,10,2,1,-1,0,-1,0
1756,4D6DropLow,8,18,14,11,11,12,-1,4,2,0,0,1
1757,4D6DropLow,13,14,15,10,10,16,1,2,2,0,0,3
1758,4D6DropLow,14,10,8,5,16,11,2,0,-1,-3,3,0
1759,4D6DropLow,15,18,13,13,16,14,2,4,1,1,3,2
1760,4D6DropLow,13,15,10,11,15,13,1,2,0,0,2,1
1761,4D6DropLow,16,13,16,17,12,13,3,1,3,3,1,1
1762,4D6DropLow,12,13,14,15,11,11,1,1,2,2,0,0
1763,4D6DropLow,13,16,11,15,10,8,1,3,0,2,0,-1
1764,4D6DropLow,12,15,11,15,12,16,1,2,0,2,1,3
1765,4D6DropLow,8,11,11,13,14,13,-1,0,0,1,2,1
1766,4D6DropLow,13,13,9,13,14,6,1,1,-1,1,2,-2
1767,4D6DropLow,13,12,16,17,11,15,1,1,3,3,0,2
1768,4D6DropLow,7,13,13,16,7,13,-2,1,1,3,-2,1
1769,4D6DropLow,9,14,9,15,13,15,-1,2,-1,2,1,2
1770,4D6DropLow,13,14,8,10,13,13,1,2,-1,0,1,1
1771,4D6DropLow,14,14,6,14,14,14,2,2,-2,2,2,2
1772,4D6DropLow,15,14,14,9,14,8,2,2,2,-1,2,-1
1773,4D6DropLow,18,13,13,7,13,10,4,1,1,-2,1,0
1774,4D6DropLow,18,7,15,14,11,16,4,-2,2,2,0,3
1775,4D6DropLow,9,10,12,12,14,12,-1,0,1,1,2,1
1776,4D6DropLow,12,10,16,16,15,13,1,0,3,3,2,1
1777,4D6DropLow,9,13,11,10,8,11,-1,1,0,0,-1,0
1778,4D6DropLow,5,15,7,10,10,10,-3,2,-2,0,0,0
1779,4D6DropLow,8,13,12,10,12,14,-1,1,1,0,1,2
1780,4D6DropLow,17,8,17,15,18,13,3,-1,3,2,4,1
1781,4D6DropLow,10,10,15,15,11,13,0,0,2,2,0,1
1782,4D6DropLow,12,8,15,14,11,14,1,-1,2,2,0,2
1783,4D6DropLow,10,8,15,13,8,9,0,-1,2,1,-1,-1
1784,4D6DropLow,17,12,13,16,11,15,3,1,1,3,0,2
1785,4D6DropLow,11,13,9,13,11,13,0,1,-1,1,0,1
1786,4D6DropLow,9,12,10,10,15,10,-1,1,0,0,2,0
1787,4D6DropLow,9,14,10,11,11,12,-1,2,0,0,0,1
1788,4D6DropLow,15,8,11,12,8,11,2,-1,0,1,-1,0
1789,4D6DropLow,12,9,11,9,8,17,1,-1,0,-1,-1,3
1790,4D6DropLow,17,12,10,16,10,17,3,1,0,3,0,3
1791,4D6DropLow,16,13,17,11,13,11,3,1,3,0,1,0
1792,4D6DropLow,8,11,16,15,15,13,-1,0,3,2,2,1
1793,4D6DropLow,15,8,8,15,10,14,2,-1,-1,2,0,2
1794,4D6DropLow,10,11,14,10,13,7,0,0,2,0,1,-2
1795,4D6DropLow,16,11,12,15,9,14,3,0,1,2,-1,2
1796,4D6DropLow,13,9,14,10,7,10,1,-1,2,0,-2,0
1797,4D6DropLow,14,12,13,10,10,15,2,1,1,0,0,2
1798,4D6DropLow,14,7,13,13,15,16,2,-2,1,1,2,3
1799,4D6DropLow,17,13,10,12,13,13,3,1,0,1,1,1
1800,4D6DropLow,12,12,9,14,11,15,1,1,-1,2,0,2
1801,4D6DropLow,16,10,10,15,16,14,3,0,0,2,3,2
1802,4D6DropLow,12,13,15,9,11,17,1,1,2,-1,0,3
1803,4D6DropLow,16,17,10,12,9,14,3,3,0,1,-1,2
1804,4D6DropLow,10,10,12,14,13,15,0,0,1,2,1,2
1805,4D6DropLow,11,11,14,14,9,17,0,0,2,2,-1,3
1806,4D6DropLow,12,10,13,13,12,13,1,0,1,1,1,1
1807,4D6DropLow,9,12,9,9,11,16,-1,1,-1,-1,0,3
1808,4D6DropLow,11,12,13,12,11,11,0,1,1,1,0,0
1809,4D6DropLow,9,8,10,12,9,8,-1,-1,0,1,-1,-1
1810,4D6DropLow,16,12,15,10,10,13,3,1,2,0,0,1
1811,4D6DropLow,11,10,7,12,18,11,0,0,-2,1,4,0
1812,4D6DropLow,9,13,12,8,18,14,-1,1,1,-1,4,2
1813,4D6DropLow,9,16,14,5,10,8,-1,3,2,-3,0,-1
1814,4D6DropLow,14,14,12,10,10,10,2,2,1,0,0,0
1815,4D6DropLow,11,15,12,13,16,14,0,2,1,1,3,2
1816,4D6DropLow,8,13,14,12,15,14,-1,1,2,1,2,2
1817,4D6DropLow,15,13,12,8,17,12,2,1,1,-1,3,1
1818,4D6DropLow,12,7,13,13,13,10,1,-2,1,1,1,0
1819,4D6DropLow,12,9,17,18,13,12,1,-1,3,4,1,1
1820,4D6DropLow,13,15,14,12,8,7,1,2,2,1,-1,-2
1821,4D6DropLow,12,18,12,15,9,11,1,4,1,2,-1,0
1822,4D6DropLow,16,15,13,7,14,15,3,2,1,-2,2,2
1823,4D6DropLow,13,16,12,17,13,7,1,3,1,3,1,-2
1824,4D6DropLow,11,17,17,11,15,16,0,3,3,0,2,3
1825,4D6DropLow,10,10,11,14,17,12,0,0,0,2,3,1
1826,4D6DropLow,13,13,13,11,12,14,1,1,1,0,1,2
1827,4D6DropLow,12,11,9,11,12,13,1,0,-1,0,1,1
1828,4D6DropLow,12,8,10,15,15,16,1,-1,0,2,2,3
1829,4D6DropLow,14,12,13,9,11,6,2,1,1,-1,0,-2
1830,4D6DropLow,12,11,11,9,14,10,1,0,0,-1,2,0
1831,4D6DropLow,13,13,11,13,9,14,1,1,0,1,-1,2
1832,4D6DropLow,14,11,16,14,7,13,2,0,3,2,-2,1
1833,4D6DropLow,6,11,10,18,7,11,-2,0,0,4,-2,0
1834,4D6DropLow,12,9,14,16,13,12,1,-1,2,3,1,1
1835,4D6DropLow,11,11,13,16,15,10,0,0,1,3,2,0
1836,4D6DropLow,13,18,10,9,16,11,1,4,0,-1,3,0
1837,4D6DropLow,14,11,14,15,13,14,2,0,2,2,1,2
1838,4D6DropLow,17,16,10,13,13,12,3,3,0,1,1,1
1839,4D6DropLow,9,9,16,12,14,16,-1,-1,3,1,2,3
1840,4D6DropLow,15,7,17,5,16,10,2,-2,3,-3,3,0
1841,4D6DropLow,15,18,10,13,13,13,2,4,0,1,1,1
1842,4D6DropLow,12,11,12,14,16,7,1,0,1,2,3,-2
1843,4D6DropLow,12,13,14,13,16,11,1,1,2,1,3,0
1844,4D6DropLow,15,8,14,11,16,17,2,-1,2,0,3,3
1845,4D6DropLow,16,12,13,12,9,12,3,1,1,1,-1,1
1846,4D6DropLow,11,13,12,17,12,15,0,1,1,3,1,2
1847,4D6DropLow,12,4,14,11,5,13,1,-3,2,0,-3,1
1848,4D6DropLow,10,12,7,17,10,12,0,1,-2,3,0,1
1849,4D6DropLow,6,8,8,17,13,14,-2,-1,-1,3,1,2
1850,4D6DropLow,15,9,12,12,14,15,2,-1,1,1,2,2
1851,4D6DropLow,16,12,16,4,16,15,3,1,3,-3,3,2
1852,4D6DropLow,17,15,11,7,16,10,3,2,0,-2,3,0
1853,4D6DropLow,12,13,12,16,16,13,1,1,1,3,3,1
1854,4D6DropLow,12,12,7,16,16,8,1,1,-2,3,3,-1
1855,4D6DropLow,8,11,11,12,14,13,-1,0,0,1,2,1
1856,4D6DropLow,12,7,10,15,13,10,1,-2,0,2,1,0
1857,4D6DropLow,15,10,11,15,14,10,2,0,0,2,2,0
1858,4D6DropLow,15,12,13,13,13,13,2,1,1,1,1,1
1859,4D6DropLow,11,12,6,10,10,12,0,1,-2,0,0,1
1860,4D6DropLow,14,9,10,8,15,13,2,-1,0,-1,2,1
1861,4D6DropLow,9,14,8,15,7,9,-1,2,-1,2,-2,-1
1862,4D6DropLow,5,8,11,15,14,15,-3,-1,0,2,2,2
1863,4D6DropLow,11,14,9,10,13,12,0,2,-1,0,1,1
1864,4D6DropLow,18,10,13,17,15,15,4,0,1,3,2,2
1865,4D6DropLow,14,11,18,8,10,11,2,0,4,-1,0,0
1866,4D6DropLow,18,15,13,16,16,14,4,2,1,3,3,2
1867,4D6DropLow,13,14,7,15,16,12,1,2,-2,2,3,1
1868,4D6DropLow,10,11,11,13,17,12,0,0,0,1,3,1
1869,4D6DropLow,12,9,12,14,9,12,1,-1,1,2,-1,1
1870,4D6DropLow,9,16,17,13,17,16,-1,3,3,1,3,3
1871,4D6DropLow,10,14,9,12,16,15,0,2,-1,1,3,2
1872,4D6DropLow,12,7,16,13,15,11,1,-2,3,1,2,0
1873,4D6DropLow,14,13,10,17,11,14,2,1,0,3,0,2
1874,4D6DropLow,16,6,15,16,12,14,3,-2,2,3,1,2
1875,4D6DropLow,15,11,12,16,13,14,2,0,1,3,1,2
1876,4D6DropLow,9,10,10,7,11,7,-1,0,0,-2,0,-2
1877,4D6DropLow,17,11,11,17,16,11,3,0,0,3,3,0
1878,4D6DropLow,12,15,16,15,11,17,1,2,3,2,0,3
1879,4D6DropLow,16,16,15,15,13,14,3,3,2,2,1,2
1880,4D6DropLow,10,6,14,16,15,15,0,-2,2,3,2,2
1881,4D6DropLow,14,14,11,15,12,13,2,2,0,2,1,1
1882,4D6DropLow,8,16,11,17,12,11,-1,3,0,3,1,0
1883,4D6DropLow,12,9,15,10,12,10,1,-1,2,0,1,0
1884,4D6DropLow,13,16,17,15,9,10,1,3,3,2,-1,0
1885,4D6DropLow,16,13,11,10,16,15,3,1,0,0,3,2
1886,4D6DropLow,13,7,11,12,13,13,1,-2,0,1,1,1
1887,4D6DropLow,15,10,10,16,13,12,2,0,0,3,1,1
1888,4D6DropLow,12,9,7,17,9,14,1,-1,-2,3,-1,2
1889,4D6DropLow,14,9,10,7,8,11,2,-1,0,-2,-1,0
1890,4D6DropLow,15,16,12,13,14,13,2,3,1,1,2,1
1891,4D6DropLow,17,11,14,15,12,16,3,0,2,2,1,3
1892,4D6DropLow,13,12,17,11,15,8,1,1,3,0,2,-1
1893,4D6DropLow,15,12,8,10,9,6,2,1,-1,0,-1,-2
1894,4D6DropLow,17,11,12,6,15,13,3,0,1,-2,2,1
1895,4D6DropLow,12,17,14,11,17,11,1,3,2,0,3,0
1896,4D6DropLow,11,11,15,13,14,17,0,0,2,1,2,3
1897,4D6DropLow,13,10,10,14,17,13,1,0,0,2,3,1
1898,4D6DropLow,12,16,17,10,17,14,1,3,3,0,3,2
1899,4D6DropLow,11,12,11,8,17,11,0,1,0,-1,3,0
1900,4D6DropLow,4,15,14,11,10,16,-3,2,2,0,0,3
1901,4D6DropLow,15,8,15,9,14,16,2,-1,2,-1,2,3
1902,4D6DropLow,14,14,8,13,15,8,2,2,-1,1,2,-1
1903,4D6DropLow,17,11,11,10,15,6,3,0,0,0,2,-2
1904,4D6DropLow,9,7,14,12,14,17,-1,-2,2,1,2,3
1905,4D6DropLow,10,8,15,11,12,9,0,-1,2,0,1,-1
1906,4D6DropLow,14,11,11,11,8,15,2,0,0,0,-1,2
1907,4D6DropLow,15,15,8,11,11,12,2,2,-1,0,0,1
1908,4D6DropLow,8,11,14,8,11,12,-1,0,2,-1,0,1
1909,4D6DropLow,10,12,18,9,10,8,0,1,4,-1,0,-1
1910,4D6DropLow,13,14,14,13,13,11,1,2,2,1,1,0
1911,4D6DropLow,16,12,13,10,12,11,3,1,1,0,1,0
1912,4D6DropLow,12,9,10,10,14,8,1,-1,0,0,2,-1
1913,4D6DropLow,13,13,14,13,8,10,1,1,2,1,-1,0
1914,4D6DropLow,11,15,11,11,15,12,0,2,0,0,2,1
1915,4D6DropLow,8,17,11,13,13,16,-1,3,0,1,1,3
1916,4D6DropLow,13,10,13,15,12,12,1,0,1,2,1,1
1917,4D6DropLow,15,10,13,11,12,11,2,0,1,0,1,0
1918,4D6DropLow,14,12,15,10,15,10,2,1,2,0,2,0
1919,4D6DropLow,7,4,13,15,13,15,-2,-3,1,2,1,2
1920,4D6DropLow,8,8,11,18,12,9,-1,-1,0,4,1,-1
1921,4D6DropLow,11,12,12,13,8,8,0,1,1,1,-1,-1
1922,4D6DropLow,8,12,13,14,9,13,-1,1,1,2,-1,1
1923,4D6DropLow,14,11,15,10,11,11,2,0,2,0,0,0
1924,4D6DropLow,16,13,12,11,12,14,3,1,1,0,1,2
1925,4D6DropLow,7,14,16,11,7,15,-2,2,3,0,-2,2
1926,4D6DropLow,17,10,12,15,14,16,3,0,1,2,2,3
1927,4D6DropLow,9,14,10,14,14,15,-1,2,0,2,2,2
1928,4D6DropLow,10,13,13,12,8,12,0,1,1,1,-1,1
1929,4D6DropLow,10,14,13,15,11,8,0,2,1,2,0,-1
1930,4D6DropLow,11,12,13,13,11,7,0,1,1,1,0,-2
1931,4D6DropLow,15,11,15,9,11,11,2,0,2,-1,0,0
1932,4D6DropLow,15,7,15,9,13,8,2,-2,2,-1,1,-1
1933,4D6DropLow,11,14,14,15,9,11,0,2,2,2,-1,0
1934,4D6DropLow,14,16,10,9,11,17,2,3,0,-1,0,3
1935,4D6DropLow,13,16,18,12,16,15,1,3,4,1,3,2
1936,4D6DropLow,15,14,11,10,12,11,2,2,0,0,1,0
1937,4D6DropLow,15,7,10,14,17,10,2,-2,0,2,3,0
1938,4D6DropLow,13,7,12,14,15,11,1,-2,1,2,2,0
1939,4D6DropLow,14,14,11,14,12,11,2,2,0,2,1,0
1940,4D6DropLow,12,17,11,9,10,12,1,3,0,-1,0,1
1941,4D6DropLow,15,12,16,12,11,15,2,1,3,1,0,2
1942,4D6DropLow,13,13,9,13,17,15,1,1,-1,1,3,2
1943,4D6DropLow,12,15,6,9,11,10,1,2,-2,-1,0,0
1944,4D6DropLow,14,14,13,12,3,11,2,2,1,1,-4,0
1945,4D6DropLow,12,15,11,14,8,8,1,2,0,2,-1,-1
1946,4D6DropLow,17,10,12,14,14,6,3,0,1,2,2,-2
1947,4D6DropLow,4,10,15,11,9,12,-3,0,2,0,-1,1
1948,4D6DropLow,7,13,8,14,13,14,-2,1,-1,2,1,2
1949,4D6DropLow,12,16,13,8,9,13,1,3,1,-1,-1,1
1950,4D6DropLow,10,11,14,12,8,10,0,0,2,1,-1,0
1951,4D6DropLow,8,13,9,8,14,11,-1,1,-1,-1,2,0
1952,4D6DropLow,15,14,11,11,10,11,2,2,0,0,0,0
1953,4D6DropLow,13,15,7,18,9,8,1,2,-2,4,-1,-1
1954,4D6DropLow,15,14,12,11,13,10,2,2,1,0,1,0
1955,4D6DropLow,8,14,9,10,15,12,-1,2,-1,0,2,1
1956,4D6DropLow,13,13,14,11,16,10,1,1,2,0,3,0
1957,4D6DropLow,11,5,12,10,12,12,0,-3,1,0,1,1
1958,4D6DropLow,11,10,7,15,17,11,0,0,-2,2,3,0
1959,4D6DropLow,10,10,9,14,12,12,0,0,-1,2,1,1
1960,4D6DropLow,6,13,4,15,16,7,-2,1,-3,2,3,-2
1961,4D6DropLow,10,13,14,8,16,10,0,1,2,-1,3,0
1962,4D6DropLow,10,14,11,14,15,16,0,2,0,2,2,3
1963,4D6DropLow,15,12,14,10,8,13,2,1,2,0,-1,1
1964,4D6DropLow,12,12,15,16,11,16,1,1,2,3,0,3
1965,4D6DropLow,14,12,15,11,17,7,2,1,2,0,3,-2
1966,4D6DropLow,8,7,14,14,4,11,-1,-2,2,2,-3,0
1967,4D6DropLow,18,15,9,14,14,13,4,2,-1,2,2,1
1968,4D6DropLow,14,18,13,14,13,16,2,4,1,2,1,3
1969,4D6DropLow,15,14,15,16,15,8,2,2,2,3,2,-1
1970,4D6DropLow,7,17,9,14,12,15,-2,3,-1,2,1,2
1971,4D6DropLow,16,13,9,7,6,12,3,1,-1,-2,-2,1
1972,4D6DropLow,10,14,8,14,13,11,0,2,-1,2,1,0
1973,4D6DropLow,12,14,12,11,9,13,1,2,1,0,-1,1
1974,4D6DropLow,11,12,12,11,8,13,0,1,1,0,-1,1
1975,4D6DropLow,10,18,16,10,6,8,0,4,3,0,-2,-1
1976,4D6DropLow,13,11,12,11,5,7,1,0,1,0,-3,-2
1977,4D6DropLow,12,10,14,13,13,14,1,0,2,1,1,2
1978,4D6DropLow,12,12,11,12,11,14,1,1,0,1,0,2
1979,4D6DropLow,12,9,13,5,9,11,1,-1,1,-3,-1,0
1980,4D6DropLow,10,18,16,10,12,12,0,4,3,0,1,1
1981,4D6DropLow,16,5,10,12,12,10,3,-3,0,1,1,0
1982,4D6DropLow,13,12,16,15,15,8,1,1,3,2,2,-1
1983,4D6DropLow,6,11,8,11,13,13,-2,0,-1,0,1,1
1984,4D6DropLow,11,15,11,13,14,10,0,2,0,1,2,0
1985,4D6DropLow,8,12,11,12,16,9,-1,1,0,1,3,-1
1986,4D6DropLow,9,13,13,16,9,12,-1,1,1,3,-1,1
1987,4D6DropLow,12,16,9,12,7,8,1,3,-1,1,-2,-1
1988,4D6DropLow,13,10,15,9,14,17,1,0,2,-1,2,3
1989,4D6DropLow,16,11,17,13,16,13,3,0,3,1,3,1
1990,4D6DropLow,11,9,11,13,11,7,0,-1,0,1,0,-2
1991,4D6DropLow,15,14,14,12,13,11,2,2,2,1,1,0
1992,4D6DropLow,14,13,14,6,6,15,2,1,2,-2,-2,2
1993,4D6DropLow,17,13,10,15,7,16,3,1,0,2,-2,3
1994,4D6DropLow,13,9,14,15,12,15,1,-1,2,2,1,2
1995,4D6DropLow,13,11,15,12,10,9,1,0,2,1,0,-1
1996,4D6DropLow,17,13,10,10,9,11,3,1,0,0,-1,0
1997,4D6DropLow,12,14,14,11,12,11,1,2,2,0,1,0
1998,4D6DropLow,7,13,10,8,8,5,-2,1,0,-1,-1,-3
1999,4D6DropLow,13,13,7,8,15,11,1,1,-2,-1,2,0
2000,Colville,5,18,14,14,13,17,-3,4,2,2,1,3
2001,Colville,15,12,11,10,14,15,2,1,0,0,2,2
2002,Colville,14,15,18,12,6,8,2,2,4,1,-2,-1
2003,Colville,11,12,10,7,15,15,0,1,0,-2,2,2
2004,Colville,13,12,14,16,13,15,1,1,2,3,1,2
2005,Colville,12,9,8,16,10,17,1,-1,-1,3,0,3
2006,Colville,11,13,15,18,14,11,0,1,2,4,2,0
2007,Colville,15,11,13,15,9,15,2,0,1,2,-1,2
2008,Colville,17,17,15,16,13,16,3,3,2,3,1,3
2009,Colville,10,8,15,10,16,9,0,-1,2,0,3,-1
2010,Colville,12,16,12,9,16,14,1,3,1,-1,3,2
2011,Colville,7,16,14,15,16,17,-2,3,2,2,3,3
2012,Colville,15,10,14,15,15,11,2,0,2,2,2,0
2013,Colville,18,13,15,15,13,10,4,1,2,2,1,0
2014,Colville,15,10,13,17,11,15,2,0,1,3,0,2
2015,Colville,16,13,7,9,12,17,3,1,-2,-1,1,3
2016,Colville,14,14,10,16,16,18,2,2,0,3,3,4
2017,Colville,7,15,12,13,16,12,-2,2,1,1,3,1
2018,Colville,14,15,15,14,11,15,2,2,2,2,0,2
2019,Colville,13,13,10,16,13,15,1,1,0,3,1,2
2020,Colville,10,18,9,15,16,16,0,4,-1,2,3,3
2021,Colville,11,17,12,15,16,15,0,3,1,2,3,2
2022,Colville,12,14,16,12,17,13,1,2,3,1,3,1
2023,Colville,17,14,8,12,15,12,3,2,-1,1,2,1
2024,Colville,16,12,17,13,12,11,3,1,3,1,1,0
2025,Colville,16,10,12,17,9,9,3,0,1,3,-1,-1
2026,Colville,11,8,16,14,17,13,0,-1,3,2,3,1
2027,Colville,12,11,13,11,17,17,1,0,1,0,3,3
2028,Colville,3,16,15,15,11,12,-4,3,2,2,0,1
2029,Colville,16,11,18,11,15,9,3,0,4,0,2,-1
2030,Colville,14,15,17,13,13,17,2,2,3,1,1,3
2031,Colville,16,13,9,11,15,14,3,1,-1,0,2,2
2032,Colville,12,17,14,13,15,17,1,3,2,1,2,3
2033,Colville,7,16,9,15,10,14,-2,3,-1,2,0,2
2034,Colville,12,7,15,17,14,8,1,-2,2,3,2,-1
2035,Colville,15,17,10,13,11,12,2,3,0,1,0,1
2036,Colville,11,13,15,9,17,15,0,1,2,-1,3,2
2037,Colville,15,16,8,16,10,14,2,3,-1,3,0,2
2038,Colville,16,11,18,11,17,11,3,0,4,0,3,0
