,roll_type,strength,dexterity,constitution,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
1650,4D6DropLow,8,13,15,15,15,15,-1,1,2,2,2,2
1651,4D6DropLow,11,14,15,15,9,9,0,2,2,2,-1,-1
1652,4D6DropLow,11,7,16,9,12,13,0,-2,3,-1,1,1
1653,4D6DropLow,17,13,9,13,10,12,3,1,-1,1,0,1
1654,4D6DropLow,14,8,13,11,13,14,2,-1,1,0,1,2
1655,4D6DropLow,17,17,12,16,13,11,3,3,1,3,1,0
1656,4D6DropLow,12,14,11,12,14,8,1,2,0,1,2,-1
1657,4D6DropLow,13,12,18,10,12,13,1,1,4,0,1,1
1658,4D6DropLow,12,15,9,13,10,10,1,2,-1,1,0,0
1659,4D6DropLow,13,10,12,16,14,13,1,0,1,3,2,1
1660,4D6DropLow,11,11,10,14,15,17,0,0,0,2,2,3
1661,4D6DropLow,13,12,11,13,11,12,1,1,0,1,0,1
1662,4D6DropLow,8,7,13,12,17,13,-1,-2,1,1,3,1
1663,4D6DropLow,10,13,18,8,7,10,0,1,4,-1,-2,0
1664,4D6DropLow,12,13,13,13,9,15,1,1,1,1,-1,2
1665,4D6DropLow,14,7,5,14,12,10,2,-2,-3,2,1,0
1666,4D6DropLow,13,15,17,11,10,8,1,2,3,0,0,-1
1667,4D6DropLow,16,16,7,17,9,11,3,3,-2,3,-1,0
1668,4D6DropLow,11,7,6,14,10,16,0,-2,-2,2,0,3
1669,4D6DropLow,13,6,13,10,13,10,1,-2,1,0,1,0
1670,4D6DropLow,14,12,13,13,14,12,2,1,1,1,2,1
1671,4D6DropLow,14,8,13,13,15,15,2,-1,1,1,2,2
1672,4D6DropLow,11,15,15,10,16,10,0,2,2,0,3,0
1673,4D6DropLow,14,11,17,11,13,14,2,0,3,0,1,2
1674,4D6DropLow,10,13,13,13,11,14,0,1,1,1,0,2
1675,4D6DropLow,11,14,17,13,15,13,0,2,3,1,2,1
1676,4D6DropLow,17,11,17,10,10,15,3,0,3,0,0,2
1677,4D6DropLow,16,12,11,13,9,12,3,1,0,1,-1,1
1678,4D6DropLow,10,11,12,7,17,13,0,0,1,-2,3,1
1679,4D6DropLow,13,14,15,14,12,12,1,2,2,2,1,1
1680,4D6DropLow,13,14,12,12,16,16,1,2,1,1,3,3
1681,4D6DropLow,4,10,16,12,13,16,-3,0,3,1,1,3
1682,4D6DropLow,15,13,12,14,15,15,2,1,1,2,2,2
1683,4D6DropLow,15,11,11,12,17,14,2,0,0,1,3,2
1684,4D6DropLow,13,16,17,13,9,16,1,3,3,1,-1,3
1685,4D6DropLow,12,10,13,10,13,15,1,0,1,0,1,2
1686,4D6DropLow,13,9,16,10,15,18,1,-1,3,0,2,4
1687,4D6DropLow,11,18,13,5,15,15,0,4,1,-3,2,2
1688,4D6DropLow,13,12,10,13,16,11,1,1,0,1,3,0
1689,4D6DropLow,10,9,15,13,12,17,0,-1,2,1,1,3
1690,4D6DropLow,8,13,14,12,15,16,-1,1,2,1,2,3
1691,4D6DropLow,13,10,15,13,15,7,1,0,2,1,2,-2
1692,4D6DropLow,16,13,8,12,13,15,3,1,-1,1,1,2
1693,4D6DropLow,13,11,10,11,14,12,1,0,0,0,2,1
1694,4D6DropLow,15,16,10,15,13,16,2,3,0,2,1,3
1695,4D6DropLow,15,15,13,5,17,10,2,2,1,-3,3,0
1696,4D6DropLow,14,13,16,11,14,6,2,1,3,0,2,-2
1697,4D6DropLow,9,13,6,12,10,11,-1,1,-2,1,0,0
1698,4D6DropLow,12,16,10,12,12,8,1,3,0,1,1,-1
1699,4D6DropLow,8,9,17,15,13,14,-1,-1,3,2,1,2
1700,4D6DropLow,14,11,9,10,11,10,2,0,-1,0,0,0
1701,4D6DropLow,18,12,15,12,7,12,4,1,2,1,-2,1
1702,4D6DropLow,13,13,7,17,16,12,1,1,-2,3,3,1
1703,4D6DropLow,18,8,16,9,12,15,4,-1,3,-1,1,2
1704,4D6DropLow,12,7,15,18,9,11,1,-2,2,4,-1,0
1705,4D6DropLow,11,7,16,5,17,11,0,-2,3,-3,3,0
1706,4D6DropLow,17,15,13,10,15,10,3,2,1,0,2,0
1707,4D6DropLow,13,10,7,9,11,10,1,0,-2,-1,0,0
1708,4D6DropLow,10,10,12,12,15,11,0,0,1,1,2,0
1709,4D6DropLow,15,14,16,9,9,13,2,2,3,-1,-1,1
1710,4D6DropLow,9,15,17,17,17,15,-1,2,3,3,3,2
1711,4D6DropLow,14,8,10,8,9,7,2,-1,0,-1,-1,-2
1712,4D6DropLow,8,9,17,15,14,11,-1,-1,3,2,2,0
1713,4D6DropLow,15,14,10,9,9,9,2,2,0,-1,-1,-1
1714,4D6DropLow,16,10,10,11,12,15,3,0,0,0,1,2
1715,4D6DropLow,14,12,18,13,15,7,2,1,4,1,2,-2
1716,4D6DropLow,11,12,6,14,14,7,0,1,-2,2,2,-2
1717,4D6DropLow,11,15,14,11,16,17,0,2,2,0,3,3
1718,4D6DropLow,17,11,12,12,14,14,3,0,1,1,2,2
1719,4D6DropLow,11,16,15,9,14,15,0,3,2,-1,2,2
1720,4D6DropLow,13,15,16,12,13,7,1,2,3,1,1,-2
1721,4D6DropLow,16,14,16,13,8,13,3,2,3,1,-1,1
1722,4D6DropLow,12,11,7,15,13,11,1,0,-2,2,1,0
1723,4D6DropLow,16,16,16,13,10,12,3,3,3,1,0,1
1724,4D6DropLow,11,9,16,17,11,12,0,-1,3,3,0,1
1725,4D6DropLow,15,10,10,16,9,10,2,0,0,3,-1,0
1726,4D6DropLow,10,15,12,12,11,16,0,2,1,1,0,3
1727,4D6DropLow,12,9,12,13,17,10,1,-1,1,1,3,0
1728,4D6DropLow,11,12,15,10,16,7,0,1,2,0,3,-2
1729,4D6DropLow,12,8,9,9,13,14,1,-1,-1,-1,1,2
1730,4D6DropLow,10,13,15,14,12,11,0,1,2,2,1,0
1731,4D6DropLow,17,13,9,11,10,12,3,1,-1,0,0,1
1732,4D6DropLow,13,15,16,17,8,16,1,2,3,3,-1,3
1733,4D6DropLow,12,15,15,18,12,8,1,2,2,4,1,-1
1734,4D6DropLow,13,14,16,13,12,11,1,2,3,1,1,0
1735,4D6DropLow,8,11,12,8,12,13,-1,0,1,-1,1,1
1736,4D6DropLow,16,15,13,15,13,8,3,2,1,2,1,-1
1737,4D6DropLow,17,8,10,14,11,7,3,-1,0,2,0,-2
1738,4D6DropLow,11,18,12,13,6,17,0,4,1,1,-2,3
1739,4D6DropLow,13,14,10,14,12,13,1,2,0,2,1,1
1740,4D6DropLow,14,15,14,9,10,13,2,2,2,-1,0,1
1741,4D6DropLow,11,16,12,12,14,11,0,3,1,1,2,0
1742,4D6DropLow,11,11,15,7,10,14,0,0,2,-2,0,2
1743,4D6DropLow,12,9,16,10,12,16,1,-1,3,0,1,3
1744,4D6DropLow,13,14,16,15,11,15,1,2,3,2,0,2
1745,4D6DropLow,12,15,8,14,15,14,1,2,-1,2,2,2
1746,4D6DropLow,12,16,17,15,9,12,1,3,3,2,-1,1
1747,4D6DropLow,8,12,12,15,15,10,-1,1,1,2,2,0
1748,4D6DropLow,15,15,12,15,7,9,2,2,1,2,-2,-1
1749,4D6DropLow,5,10,13,16,9,6,-3,0,1,3,-1,-2
1750,4D6DropLow,18,10,9,11,12,13,4,0,-1,0,1,1
1751,4D6DropLow,11,14,7,13,13,8,0,2,-2,1,1,-1
1752,4D6DropLow,13,13,13,12,15,10,1,1,1,1,2,0
1753,4D6DropLow,13,5,11,18,14,12,1,-3,0,4,2,1
1754,4D6DropLow,14,10,16,17,12,12,2,0,3,3,1,1
1755,4D6DropLow,15,13,13,14,10,9,2,1,1,2,0,-1
1756,4D6DropLow,12,14,6,10,16,16,1,2,-2,0,3,3
1757,4D6DropLow,16,10,10,14,11,14,3,0,0,2,0,2
1758,4D6DropLow,14,8,8,11,13,16,2,-1,-1,0,1,3
1759,4D6DropLow,6,12,12,10,12,10,-2,1,1,0,1,0
1760,4D6DropLow,12,12,14,13,11,14,1,1,2,1,0,2
1761,4D6DropLow,11,16,9,13,11,10,0,3,-1,1,0,0
1762,4D6DropLow,15,7,17,15,12,11,2,-2,3,2,1,0
1763,4D6DropLow,11,10,12,9,5,10,0,0,1,-1,-3,0
1764,4D6DropLow,15,9,15,11,14,11,2,-1,2,0,2,0
1765,4D6DropLow,13,13,8,11,15,12,1,1,-1,0,2,1
1766,4D6DropLow,9,11,12,15,16,14,-1,0,1,2,3,2
1767,4D6DropLow,17,16,13,8,13,9,3,3,1,-1,1,-1
1768,4D6DropLow,8,17,11,13,15,15,-1,3,0,1,2,2
1769,4D6DropLow,11,15,16,10,15,15,0,2,3,0,2,2
1770,4D6DropLow,13,10,15,14,5,14,1,0,2,2,-3,2
1771,4D6DropLow,12,13,15,14,14,16,1,1,2,2,2,3
1772,4D6DropLow,10,13,17,13,12,13,0,1,3,1,1,1
1773,4D6DropLow,13,11,12,12,15,9,1,0,1,1,2,-1
1774,4D6DropLow,17,13,13,6,15,9,3,1,1,-2,2,-1
1775,4D6DropLow,10,7,10,7,15,10,0,-2,0,-2,2,0
1776,4D6DropLow,16,11,12,12,12,14,3,0,1,1,1,2
1777,4D6DropLow,11,16,9,17,8,10,0,3,-1,3,-1,0
1778,4D6DropLow,18,6,10,17,9,9,4,-2,0,3,-1,-1
1779,4D6DropLow,7,16,15,13,11,9,-2,3,2,1,0,-1
1780,4D6DropLow,13,11,14,14,14,14,1,0,2,2,2,2
1781,4D6DropLow,15,12,10,13,13,10,2,1,0,1,1,0
1782,4D6DropLow,14,11,17,13,9,7,2,0,3,1,-1,-2
1783,4D6DropLow,9,10,7,10,13,16,-1,0,-2,0,1,3
1784,4D6DropLow,13,8,11,12,5,15,1,-1,0,1,-3,2
1785,4D6DropLow,14,10,13,9,10,12,2,0,1,-1,0,1
1786,4D6DropLow,8,13,16,12,5,15,-1,1,3,1,-3,2
1787,4D6DropLow,8,13,15,15,15,12,-1,1,2,2,2,1
1788,4D6DropLow,11,15,11,9,16,16,0,2,0,-1,3,3
1789,4D6DropLow,9,9,7,14,10,12,-1,-1,-2,2,0,1
1790,4D6DropLow,13,9,10,16,13,14,1,-1,0,3,1,2
1791,4D6DropLow,8,14,11,9,14,11,-1,2,0,-1,2,0
1792,4D6DropLow,7,14,8,8,8,9,-2,2,-1,-1,-1,-1
1793,4D6DropLow,11,11,11,8,17,12,0,0,0,-1,3,1
1794,4D6DropLow,13,9,18,7,7,12,1,-1,4,-2,-2,1
1795,4D6DropLow,13,16,15,10,12,13,1,3,2,0,1,1
1796,4D6DropLow,14,10,14,13,13,10,2,0,2,1,1,0
1797,4D6DropLow,14,10,10,15,7,16,2,0,0,2,-2,3
1798,4D6DropLow,14,7,10,9,12,13,2,-2,0,-1,1,1
1799,4D6DropLow,13,16,12,16,11,16,1,3,1,3,0,3
1800,4D6DropLow,7,9,9,16,8,14,-2,-1,-1,3,-1,2
1801,4D6DropLow,14,15,13,18,7,12,2,2,1,4,-2,1
1802,4D6DropLow,14,14,15,11,14,16,2,2,2,0,2,3
1803,4D6DropLow,14,18,12,15,14,11,2,4,1,2,2,0
1804,4D6DropLow,15,14,14,13,17,11,2,2,2,1,3,0
1805,4D6DropLow,16,10,11,14,12,13,3,0,0,2,1,1
1806,4D6DropLow,15,14,13,6,11,11,2,2,1,-2,0,0
1807,4D6DropLow,8,10,10,12,9,8,-1,0,0,1,-1,-1
1808,4D6DropLow,15,13,10,16,11,11,2,1,0,3,0,0
1809,4D6DropLow,13,13,10,14,17,11,1,1,0,2,3,0
1810,4D6DropLow,14,6,12,11,14,8,2,-2,1,0,2,-1
1811,4D6DropLow,15,15,14,15,12,9,2,2,2,2,1,-1
1812,4D6DropLow,12,9,10,9,12,14,1,-1,0,-1,1,2
1813,4D6DropLow,9,11,15,12,9,14,-1,0,2,1,-1,2
1814,4D6DropLow,13,9,10,12,11,9,1,-1,0,1,0,-1
1815,4D6DropLow,9,12,11,14,11,6,-1,1,0,2,0,-2
1816,4D6DropLow,7,13,12,16,14,7,-2,1,1,3,2,-2
1817,4D6DropLow,14,13,15,16,9,11,2,1,2,3,-1,0
1818,4D6DropLow,17,12,18,10,14,14,3,1,4,0,2,2
1819,4D6DropLow,15,13,7,16,12,15,2,1,-2,3,1,2
1820,4D6DropLow,14,16,14,11,12,9,2,3,2,0,1,-1
1821,4D6DropLow,18,15,15,12,14,9,4,2,2,1,2,-1
1822,4D6DropLow,15,11,13,8,11,16,2,0,1,-1,0,3
1823,4D6DropLow,14,17,11,15,7,14,2,3,0,2,-2,2
1824,4D6DropLow,13,16,12,8,17,14,1,3,1,-1,3,2
1825,4D6DropLow,15,12,17,14,15,11,2,1,3,2,2,0
1826,4D6DropLow,6,13,12,17,9,18,-2,1,1,3,-1,4
1827,4D6DropLow,14,16,15,14,16,13,2,3,2,2,3,1
1828,4D6DropLow,15,16,12,17,14,11,2,3,1,3,2,0
1829,4D6DropLow,12,12,14,14,9,11,1,1,2,2,-1,0
1830,4D6DropLow,10,12,16,11,9,14,0,1,3,0,-1,2
1831,4D6DropLow,11,6,9,6,11,11,0,-2,-1,-2,0,0
1832,4D6DropLow,14,8,13,9,12,12,2,-1,1,-1,1,1
1833,4D6DropLow,7,12,8,13,7,15,-2,1,-1,1,-2,2
1834,4D6DropLow,8,12,11,15,17,10,-1,1,0,2,3,0
1835,4D6DropLow,10,8,10,11,15,9,0,-1,0,0,2,-1
1836,4D6DropLow,15,8,9,14,8,13,2,-1,-1,2,-1,1
1837,4D6DropLow,11,11,13,15,16,10,0,0,1,2,3,0
1838,4D6DropLow,13,12,12,6,9,15,1,1,1,-2,-1,2
1839,4D6DropLow,13,10,11,11,10,15,1,0,0,0,0,2
1840,4D6DropLow,14,11,14,13,11,9,2,0,2,1,0,-1
1841,4D6DropLow,11,13,11,10,10,13,0,1,0,0,0,1
1842,4D6DropLow,14,13,11,9,13,11,2,1,0,-1,1,0
1843,4D6DropLow,6,14,14,16,10,11,-2,2,2,3,0,0
1844,4D6DropLow,12,15,14,14,17,14,1,2,2,2,3,2
1845,4D6DropLow,13,16,15,15,10,10,1,3,2,2,0,0
1846,4D6DropLow,15,12,8,17,10,8,2,1,-1,3,0,-1
1847,4D6DropLow,11,12,8,8,6,11,0,1,-1,-1,-2,0
1848,4D6DropLow,11,10,11,7,13,16,0,0,0,-2,1,3
1849,4D6DropLow,13,14,15,10,10,9,1,2,2,0,0,-1
1850,4D6DropLow,13,10,16,12,12,17,1,0,3,1,1,3
1851,4D6DropLow,13,7,15,12,11,6,1,-2,2,1,0,-2
1852,4D6DropLow,7,13,12,17,12,13,-2,1,1,3,1,1
1853,4D6DropLow,10,15,9,14,10,10,0,2,-1,2,0,0
1854,4D6DropLow,12,12,15,13,10,9,1,1,2,1,0,-1
1855,4D6DropLow,8,7,15,13,10,12,-1,-2,2,1,0,1
1856,4D6DropLow,11,12,12,14,13,10,0,1,1,2,1,0
1857,4D6DropLow,14,13,14,14,18,8,2,1,2,2,4,-1
1858,4D6DropLow,11,15,12,6,14,11,0,2,1,-2,2,0
1859,4D6DropLow,17,7,14,14,11,11,3,-2,2,2,0,0
1860,4D6DropLow,13,12,7,8,13,15,1,1,-2,-1,1,2
1861,4D6DropLow,16,10,13,15,12,17,3,0,1,2,1,3
1862,4D6DropLow,15,14,17,15,17,14,2,2,3,2,3,2
1863,4D6DropLow,11,14,7,17,14,12,0,2,-2,3,2,1
1864,4D6DropLow,12,11,11,11,13,13,1,0,0,0,1,1
1865,4D6DropLow,14,11,15,14,14,14,2,0,2,2,2,2
1866,4D6DropLow,12,8,14,12,16,13,1,-1,2,1,3,1
1867,4D6DropLow,7,12,8,15,15,10,-2,1,-1,2,2,0
1868,4D6DropLow,9,10,8,14,10,11,-1,0,-1,2,0,0
1869,4D6DropLow,16,7,13,5,7,9,3,-2,1,-3,-2,-1
1870,4D6DropLow,14,13,13,18,9,15,2,1,1,4,-1,2
1871,4D6DropLow,12,11,10,10,13,11,1,0,0,0,1,0
1872,4D6DropLow,8,9,12,8,13,13,-1,-1,1,-1,1,1
1873,4D6DropLow,15,11,15,12,8,10,2,0,2,1,-1,0
1874,4D6DropLow,15,11,11,11,11,15,2,0,0,0,0,2
1875,4D6DropLow,12,13,14,16,14,14,1,1,2,3,2,2
1876,4D6DropLow,7,12,15,17,13,12,-2,1,2,3,1,1
1877,4D6DropLow,14,12,11,14,14,8,2,1,0,2,2,-1
1878,4D6DropLow,14,13,18,12,15,10,2,1,4,1,2,0
1879,4D6DropLow,10,17,10,13,10,12,0,3,0,1,0,1
1880,4D6DropLow,17,16,11,12,5,11,3,3,0,1,-3,0
1881,4D6DropLow,16,14,14,8,13,11,3,2,2,-1,1,0
1882,4D6DropLow,13,10,14,14,12,10,1,0,2,2,1,0
1883,4D6DropLow,13,13,10,14,13,10,1,1,0,2,1,0
1884,4D6DropLow,11,8,11,14,17,15,0,-1,0,2,3,2
1885,4D6DropLow,9,13,9,14,15,14,-1,1,-1,2,2,2
1886,4D6DropLow,14,10,16,9,11,14,2,0,3,-1,0,2
1887,4D6DropLow,9,12,12,15,9,13,-1,1,1,2,-1,1
1888,4D6DropLow,17,9,12,13,14,14,3,-1,1,1,2,2
1889,4D6DropLow,11,13,12,14,17,16,0,1,1,2,3,3
1890,4D6DropLow,8,12,11,13,9,12,-1,1,0,1,-1,1
1891,4D6DropLow,12,11,16,10,14,9,1,0,3,0,2,-1
1892,4D6DropLow,17,15,11,15,10,8,3,2,0,2,0,-1
1893,4D6DropLow,12,16,12,10,12,8,1,3,1,0,1,-1
1894,4D6DropLow,14,11,14,9,12,13,2,0,2,-1,1,1
1895,4D6DropLow,9,13,14,6,15,9,-1,1,2,-2,2,-1
1896,4D6DropLow,10,5,10,7,11,10,0,-3,0,-2,0,0
1897,4D6DropLow,13,10,7,10,13,13,1,0,-2,0,1,1
1898,4D6DropLow,12,11,10,12,11,14,1,0,0,1,0,2
1899,4D6DropLow,16,15,15,9,16,10,3,2,2,-1,3,0
1900,4D6DropLow,12,11,16,10,14,11,1,0,3,0,2,0
1901,4D6DropLow,15,12,9,10,17,18,2,1,-1,0,3,4
1902,4D6DropLow,7,17,10,12,12,9,-2,3,0,1,1,-1
1903,4D6DropLow,15,13,14,12,15,14,2,1,2,1,2,2
1904,4D6DropLow,14,17,14,18,14,12,2,3,2,4,2,1
1905,4D6DropLow,12,13,12,11,11,9,1,1,1,0,0,-1
1906,4D6DropLow,13,8,13,17,15,13,1,-1,1,3,2,1
1907,4D6DropLow,10,15,9,15,10,13,0,2,-1,2,0,1
1908,4D6DropLow,13,8,14,10,6,13,1,-1,2,0,-2,1
1909,4D6DropLow,8,13,13,16,16,13,-1,1,1,3,3,1
1910,4D6DropLow,9,12,15,15,16,6,-1,1,2,2,3,-2
1911,4D6DropLow,12,13,12,9,14,11,1,1,1,-1,2,0
1912,4D6DropLow,8,14,11,11,12,17,-1,2,0,0,1,3
1913,4D6DropLow,14,11,13,15,12,9,2,0,1,2,1,-1
1914,4D6DropLow,11,10,16,11,11,11,0,0,3,0,0,0
1915,4D6DropLow,11,14,10,18,12,17,0,2,0,4,1,3
1916,4D6DropLow,6,15,14,11,13,11,-2,2,2,0,1,0
1917,4D6DropLow,11,12,17,9,12,12,0,1,3,-1,1,1
1918,4D6DropLow,15,13,7,16,7,13,2,1,-2,3,-2,1
1919,4D6DropLow,11,9,12,15,15,18,0,-1,1,2,2,4
1920,4D6DropLow,10,17,15,11,18,15,0,3,2,0,4,2
1921,4D6DropLow,12,12,10,9,15,15,1,1,0,-1,2,2
1922,4D6DropLow,15,13,9,14,15,13,2,1,-1,2,2,1
1923,4D6DropLow,14,17,12,13,14,13,2,3,1,1,2,1
1924,4D6DropLow,8,11,14,11,12,16,-1,0,2,0,1,3
1925,4D6DropLow,11,13,15,12,12,13,0,1,2,1,1,1
1926,4D6DropLow,10,12,13,11,12,14,0,1,1,0,1,2
1927,4D6DropLow,9,14,14,10,13,12,-1,2,2,0,1,1
1928,4D6DropLow,18,8,10,16,13,13,4,-1,0,3,1,1
1929,4D6DropLow,10,11,14,8,15,15,0,0,2,-1,2,2
1930,4D6DropLow,8,16,12,13,9,14,-1,3,1,1,-1,2
1931,4D6DropLow,17,15,10,9,12,12,3,2,0,-1,1,1
1932,4D6DropLow,12,16,14,15,13,9,1,3,2,2,1,-1
1933,4D6DropLow,13,7,16,13,11,10,1,-2,3,1,0,0
1934,4D6DropLow,9,13,14,10,16,15,-1,1,2,0,3,2
1935,4D6DropLow,12,15,17,6,12,7,1,2,3,-2,1,-2
1936,4D6DropLow,10,12,11,16,11,12,0,1,0,3,0,1
1937,4D6DropLow,16,14,9,8,13,16,3,2,-1,-1,1,3
1938,4D6DropLow,15,9,10,10,12,9,2,-1,0,0,1,-1
1939,4D6DropLow,11,7,15,8,7,10,0,-2,2,-1,-2,0
1940,4D6DropLow,12,11,14,11,11,8,1,0,2,0,0,-1
1941,4D6DropLow,7,16,9,14,11,11,-2,3,-1,2,0,0
1942,4D6DropLow,9,11,12,16,13,12,-1,0,1,3,1,1
1943,4D6DropLow,12,16,7,15,9,11,1,3,-2,2,-1,0
1944,4D6DropLow,10,12,8,13,14,16,0,1,-1,1,2,3
1945,4D6DropLow,11,9,13,15,12,10,0,-1,1,2,1,0
1946,4D6DropLow,14,13,9,15,11,10,2,1,-1,2,0,0
1947,4D6DropLow,13,9,15,8,14,15,1,-1,2,-1,2,2
1948,4D6DropLow,11,8,16,11,14,11,0,-1,3,0,2,0
1949,4D6DropLow,12,13,16,18,15,16,1,1,3,4,2,3
1950,4D6DropLow,12,11,15,5,16,14,1,0,2,-3,3,2
1951,4D6DropLow,14,11,10,14,14,13,2,0,0,2,2,1
1952,4D6DropLow,15,13,7,11,16,9,2,1,-2,0,3,-1
1953,4D6DropLow,17,14,14,12,7,8,3,2,2,1,-2,-1
1954,4D6DropLow,11,12,10,7,8,13,0,1,0,-2,-1,1
1955,4D6DropLow,12,11,11,9,13,10,1,0,0,-1,1,0
1956,4D6DropLow,15,11,16,9,9,15,2,0,3,-1,-1,2
1957,4D6DropLow,14,10,10,12,14,13,2,0,0,1,2,1
1958,4D6DropLow,17,13,11,16,9,17,3,1,0,3,-1,3
1959,4D6DropLow,14,11,16,8,11,12,2,0,3,-1,0,1
1960,4D6DropLow,14,12,15,14,10,16,2,1,2,2,0,3
1961,4D6DropLow,17,11,15,16,13,9,3,0,2,3,1,-1
1962,4D6DropLow,12,15,15,14,11,9,1,2,2,2,0,-1
1963,4D6DropLow,11,16,13,11,12,10,0,3,1,0,1,0
1964,4D6DropLow,12,7,13,17,13,13,1,-2,1,3,1,1
1965,4D6DropLow,16,14,8,13,10,6,3,2,-1,1,0,-2
1966,4D6DropLow,9,6,13,13,14,5,-1,-2,1,1,2,-3
1967,4D6DropLow,12,8,13,17,16,16,1,-1,1,3,3,3
1968,4D6DropLow,17,9,12,13,12,17,3,-1,1,1,1,3
1969,4D6DropLow,11,15,13,13,10,7,0,2,1,1,0,-2
1970,4D6DropLow,15,16,14,10,12,8,2,3,2,0,1,-1
1971,4D6DropLow,15,16,11,15,9,12,2,3,0,2,-1,1
1972,4D6DropLow,12,15,9,9,16,6,1,2,-1,-1,3,-2
1973,4D6DropLow,13,16,15,12,16,12,1,3,2,1,3,1
1974,4D6DropLow,14,11,12,9,12,9,2,0,1,-1,1,-1
1975,4D6DropLow,15,9,7,14,12,12,2,-1,-2,2,1,1
1976,4D6DropLow,16,14,13,13,14,7,3,2,1,1,2,-2
1977,4D6DropLow,9,12,12,14,6,13,-1,1,1,2,-2,1
1978,4D6DropLow,16,16,16,17,15,15,3,3,3,3,2,2
1979,4D6DropLow,15,15,9,15,12,17,2,2,-1,2,1,3
1980,4D6DropLow,16,13,11,9,7,10,3,1,0,-1,-2,0
1981,4D6DropLow,10,9,6,15,14,10,0,-1,-2,2,2,0
1982,4D6DropLow,15,10,11,13,11,14,2,0,0,1,0,2
1983,4D6DropLow,12,7,16,17,12,12,1,-2,3,3,1,1
1984,4D6DropLow,15,15,14,12,12,12,2,2,2,1,1,1
1985,4D6DropLow,17,17,14,8,11,15,3,3,2,-1,0,2
1986,4D6DropLow,11,14,13,11,13,9,0,2,1,0,1,-1
1987,4D6DropLow,18,8,12,16,9,11,4,-1,1,3,-1,0
1988,4D6DropLow,12,12,11,13,14,16,1,1,0,1,2,3
1989,4D6DropLow,14,11,12,9,11,10,2,0,1,-1,0,0
1990,4D6DropLow,9,15,10,14,15,8,-1,2,0,2,2,-1
1991,4D6DropLow,11,10,6,10,17,10,0,0,-2,0,3,0
1992,4D6DropLow,11,11,16,13,15,16,0,0,3,1,2,3
1993,4D6DropLow,14,12,13,15,8,13,2,1,1,2,-1,1
1994,4D6DropLow,14,14,12,10,12,6,2,2,1,0,1,-2
1995,4D6DropLow,4,9,9,9,16,11,-3,-1,-1,-1,3,0
1996,4D6DropLow,14,17,10,11,9,8,2,3,0,0,-1,-1
1997,4D6DropLow,14,9,9,16,13,10,2,-1,-1,3,1,0
1998,4D6DropLow,12,7,9,17,11,15,1,-2,-1,3,0,2
1999,4D6DropLow,9,14,10,16,9,9,-1,2,0,3,-1,-1
2000,Colville,11,18,13,15,15,16,0,4,1,2,2,3
2001,Colville,11,7,8,15,11,16,0,-2,-1,2,0,3
2002,Colville,12,15,13,15,8,15,1,2,1,2,-1,2
2003,Colville,15,15,11,13,8,15,2,2,0,1,-1,2
2004,Colville,10,8,13,15,17,13,0,-1,1,2,3,1
2005,Colville,16,16,11,13,6,14,3,3,0,1,-2,2
2006,Colville,14,15,16,9,10,12,2,2,3,-1,0,1
2007,Colville,16,7,16,10,12,13,3,-2,3,0,1,1
2008,Colville,16,11,12,18,15,15,3,0,1,4,2,2
2009,Colville,13,17,15,10,9,8,1,3,2,0,-1,-1
2010,Colville,18,11,17,11,13,12,4,0,3,0,1,1
2011,Colville,11,12,15,14,15,14,0,1,2,2,2,2
2012,Colville,12,10,10,15,15,10,1,0,0,2,2,0
2013,Colville,15,15,15,5,16,16,2,2,2,-3,3,3
2014,Colville,15,7,16,12,12,17,2,-2,3,1,1,3
2015,Colville,18,15,16,9,10,10,4,2,3,-1,0,0
2016,Colville,10,18,15,15,13,13,0,4,2,2,1,1
2017,Colville,17,16,16,14,15,8,3,3,3,2,2,-1
2018,Colville,16,12,13,12,12,16,3,1,1,1,1,3
2019,Colville,16,15,6,17,12,15,3,2,-2,3,1,2
2020,Colville,8,11,11,15,17,11,-1,0,0,2,3,0
2021,Colville,13,11,17,11,14,15,1,0,3,0,2,2
2022,Colville,14,16,17,10,14,16,2,3,3,0,2,3
2023,Colville,13,15,15,9,6,13,1,2,2,-1,-2,1
2024,Colville,13,16,11,15,14,13,1,3,0,2,2,1
2025,Colville,17,13,14,8,15,8,3,1,2,-1,2,-1
2026,Colville,6,12,17,16,18,17,-2,1,3,3,4,3
2027,Colville,7,13,12,11,16,17,-2,1,1,0,3,3
2028,Colville,15,17,9,14,15,14,2,3,-1,2,2,2
2029,Colville,16,9,7,16,15,9,3,-1,-2,3,2,-1
2030,Colville,17,16,10,14,8,14,3,3,0,2,-1,2
2031,Colville,12,15,12,16,11,17,1,2,1,3,0,3
2032,Colville,8,15,15,11,12,11,-1,2,2,0,1,0
2033,Colville,15,9,16,9,17,11,2,-1,3,-1,3,0
2034,Colville,14,14,12,16,15,15,2,2,1,3,2,2
2035,Colville,15,14,14,15,11,16,2,2,2,2,0,3
2036,Colville,10,11,16,9,15,9,0,0,3,-1,2,-1
2037,Colville,17,10,15,17,9,11,3,0,2,3,-1,0
2038,Colville,11,15,11,15,15,11,0,2,0,2,2,0
2039,Colville,11,11,16,13,18,13,0,0,3,1,4,1
2040,Colville,8,15,17,12,13,13,-1,2,3,1,1,1
